Date,Summary,Precip_Type,Temperature,Apparent_Temperature,Humidity,Wind_Speed,Wind_Bearing,Visibility,Cloud_Cover,Pressure,Daily_Summary,Year,Month,Day,Season,Temp_Category,Precipitation,Rain_Category
2007-04-12,Clear,rain,11.183333333333334,11.183333333333334,0.65,2.8014,143.0,9.982000000000001,0.0,1022.43,Partly cloudy starting in the morning continuing until evening.,2007,4,12,Spring,Moderate,2.5,Moderate
2007-04-13,Clear,rain,12.33888888888889,12.33888888888889,0.66,1.3685,19.0,9.982000000000001,0.0,1023.43,Partly cloudy in the afternoon.,2007,4,13,Spring,Moderate,2.5,Moderate
2007-04-14,Partly Cloudy,rain,13.91111111111111,13.91111111111111,0.52,5.0071,44.0,9.982000000000001,0.0,1023.84,Partly cloudy in the evening.,2007,4,14,Spring,Moderate,2.5,Moderate
2007-04-15,Clear,rain,11.316666666666666,11.316666666666666,0.64,3.22,260.0,9.982000000000001,0.0,1021.95,Clear throughout the day.,2007,4,15,Spring,Moderate,2.5,Moderate
2007-04-16,Partly Cloudy,rain,13.844444444444445,13.844444444444445,0.45,12.863900000000001,21.0,9.982000000000001,0.0,1021.98,Partly cloudy starting in the afternoon.,2007,4,16,Spring,Moderate,2.5,Moderate
2007-04-17,Partly Cloudy,rain,7.355555555555558,7.355555555555558,0.59,4.7495,20.0,9.982000000000001,0.0,1022.65,Partly cloudy until night.,2007,4,17,Spring,Cold,2.5,Moderate
2007-04-18,Partly Cloudy,rain,11.255555555555553,11.255555555555553,0.53,7.760200000000001,163.0,9.982000000000001,0.0,1016.7,Partly cloudy starting in the morning continuing until night.,2007,4,18,Spring,Moderate,2.5,Moderate
2007-04-19,Mostly Cloudy,rain,12.200000000000001,12.200000000000001,0.41,22.024800000000003,329.0,9.982000000000001,0.0,1015.5,Mostly cloudy starting in the morning and breezy in the evening.,2007,4,19,Spring,Moderate,2.5,Moderate
2007-04-20,Partly Cloudy,rain,6.300000000000002,6.300000000000002,0.55,3.1878,268.0,9.982000000000001,0.0,1019.13,Partly cloudy until evening.,2007,4,20,Spring,Cold,2.5,Moderate
2007-04-21,Clear,rain,12.894444444444446,12.894444444444446,0.45,8.05,349.0,9.982000000000001,0.0,1015.55,Partly cloudy starting in the afternoon continuing until evening.,2007,4,21,Spring,Moderate,2.5,Moderate
2007-04-22,Partly Cloudy,rain,11.116666666666665,11.116666666666665,0.46,6.6493,319.0,15.826300000000002,0.0,1020.85,Partly cloudy starting in the morning.,2007,4,22,Spring,Moderate,2.5,Moderate
2007-04-23,Partly Cloudy,rain,10.511111111111113,10.511111111111113,0.35,10.5616,53.0,15.826300000000002,0.0,1026.24,Partly cloudy until evening.,2007,4,23,Spring,Moderate,2.5,Moderate
2007-04-24,Partly Cloudy,rain,9.166666666666666,9.166666666666666,0.48,0.5152,160.0,9.982000000000001,0.0,1021.9,Partly cloudy starting in the morning continuing until evening.,2007,4,24,Spring,Cold,2.5,Moderate
2007-04-25,Mostly Cloudy,rain,15.961111111111109,15.961111111111109,0.58,12.558,18.0,11.2056,0.0,1017.04,Partly cloudy starting overnight.,2007,4,25,Spring,Moderate,2.5,Moderate
2007-04-26,Mostly Cloudy,rain,12.750000000000002,12.750000000000002,0.76,5.0071,38.0,9.982000000000001,0.0,1020.15,Partly cloudy until night.,2007,4,26,Spring,Moderate,2.5,Moderate
2007-04-27,Mostly Cloudy,rain,12.349999999999998,12.349999999999998,0.74,1.6744,269.0,10.0464,0.0,1023.7,Partly cloudy starting in the morning.,2007,4,27,Spring,Moderate,2.5,Moderate
2007-04-28,Partly Cloudy,rain,12.916666666666666,12.916666666666666,0.55,4.781700000000001,277.0,9.982000000000001,0.0,1021.76,Partly cloudy until evening.,2007,4,28,Spring,Moderate,2.5,Moderate
2007-04-29,Partly Cloudy,rain,14.288888888888888,14.288888888888888,0.54,9.7405,270.0,9.982000000000001,0.0,1017.04,Partly cloudy starting in the afternoon.,2007,4,29,Spring,Moderate,2.5,Moderate
2007-04-30,Partly Cloudy,rain,12.86111111111111,12.86111111111111,0.69,12.5419,31.0,9.982000000000001,0.0,1012.51,Partly cloudy until night.,2007,4,30,Spring,Moderate,2.5,Moderate
2007-05-01,Partly Cloudy,rain,10.394444444444446,10.394444444444446,0.53,3.2683,350.0,9.982000000000001,0.0,1011.95,Partly cloudy throughout the day.,2007,5,1,Spring,Moderate,2.5,Moderate
2007-05-02,Partly Cloudy,rain,9.394444444444442,7.805555555555554,0.31,10.6743,52.0,15.826300000000002,0.0,1015.05,Partly cloudy throughout the day.,2007,5,2,Spring,Cold,2.5,Moderate
2007-05-03,Partly Cloudy,rain,9.949999999999998,8.68888888888889,0.33,9.434600000000001,101.0,9.982000000000001,0.0,1018.71,Partly cloudy starting in the afternoon.,2007,5,3,Spring,Cold,2.5,Moderate
2007-05-04,Overcast,rain,17.17222222222222,17.17222222222222,0.35,4.8783,112.0,11.2056,0.0,1013.26,Mostly cloudy throughout the day.,2007,5,4,Spring,Moderate,2.5,Moderate
2007-05-05,Overcast,rain,14.005555555555556,14.005555555555556,0.83,11.1734,131.0,6.166300000000001,0.0,1010.29,Overcast throughout the day.,2007,5,5,Spring,Moderate,2.5,Moderate
2007-05-06,Overcast,rain,19.772222222222226,19.772222222222226,0.62,15.0696,68.0,11.125100000000002,0.0,1005.15,Foggy overnight.,2007,5,6,Spring,Moderate,2.5,Moderate
2007-05-07,Overcast,rain,12.82777777777778,12.82777777777778,0.96,9.450700000000001,121.0,3.4293,0.0,1011.35,Foggy in the morning.,2007,5,7,Spring,Moderate,2.5,Moderate
2007-05-08,Partly Cloudy,rain,15.0,15.0,0.78,8.935500000000001,110.0,11.2056,0.0,1011.34,Foggy in the morning.,2007,5,8,Spring,Moderate,2.5,Moderate
2007-05-09,Partly Cloudy,rain,14.100000000000001,14.100000000000001,0.63,3.6064000000000007,293.0,10.0464,0.0,1011.9,Partly cloudy starting overnight.,2007,5,9,Spring,Moderate,2.5,Moderate
2007-05-10,Partly Cloudy,rain,10.605555555555558,10.605555555555558,0.86,11.270000000000001,290.0,14.9086,0.0,1017.22,Partly cloudy until night.,2007,5,10,Spring,Moderate,2.5,Moderate
2007-05-11,Partly Cloudy,rain,16.183333333333334,16.183333333333334,0.78,7.969500000000001,171.0,9.982000000000001,0.0,1017.0,Partly cloudy until night.,2007,5,11,Spring,Moderate,2.5,Moderate
2007-05-12,Partly Cloudy,rain,19.116666666666664,19.116666666666664,0.6,8.0661,182.0,9.982000000000001,0.0,1008.68,Partly cloudy starting overnight continuing until night.,2007,5,12,Spring,Moderate,2.5,Moderate
2007-05-13,Mostly Cloudy,rain,13.977777777777776,13.977777777777776,0.77,2.9624,150.0,9.982000000000001,0.0,1015.43,Mostly cloudy throughout the day.,2007,5,13,Spring,Moderate,2.5,Moderate
2007-05-14,Partly Cloudy,rain,20.022222222222226,20.022222222222226,0.53,11.0446,110.0,9.982000000000001,0.0,1015.24,Partly cloudy until afternoon.,2007,5,14,Spring,Warm,2.5,Moderate
2007-05-15,Partly Cloudy,rain,20.366666666666664,20.366666666666664,0.59,8.4525,179.0,9.982000000000001,0.0,1011.5,Partly cloudy starting in the morning continuing until evening.,2007,5,15,Spring,Warm,2.5,Moderate
2007-05-16,Mostly Cloudy,rain,16.044444444444444,16.044444444444444,0.79,20.0123,290.0,8.05,0.0,1009.1,Partly cloudy starting overnight continuing until night.,2007,5,16,Spring,Moderate,2.5,Moderate
2007-05-17,Partly Cloudy,rain,15.994444444444444,15.994444444444444,0.62,10.980200000000002,329.0,11.2056,0.0,1012.52,Partly cloudy until night.,2007,5,17,Spring,Moderate,2.5,Moderate
2007-05-18,Mostly Cloudy,rain,13.95,13.95,0.76,7.824600000000001,342.0,9.982000000000001,0.0,1006.51,Mostly cloudy throughout the day.,2007,5,18,Spring,Moderate,2.5,Moderate
2007-05-19,Overcast,rain,11.383333333333335,11.383333333333335,0.78,17.4846,20.0,11.270000000000001,0.0,1012.21,Mostly cloudy throughout the day.,2007,5,19,Spring,Moderate,2.5,Moderate
2007-05-20,Overcast,rain,15.233333333333336,15.233333333333336,0.86,4.8944,247.0,11.270000000000001,0.0,1015.13,Mostly cloudy until night.,2007,5,20,Spring,Moderate,2.5,Moderate
2007-05-21,Mostly Cloudy,rain,17.433333333333334,17.433333333333334,0.86,2.898,326.0,9.982000000000001,0.0,1017.77,Foggy in the morning.,2007,5,21,Spring,Moderate,2.5,Moderate
2007-05-22,Overcast,rain,21.32222222222222,21.32222222222222,0.67,9.7405,311.0,9.982000000000001,0.0,1013.09,Partly cloudy until night.,2007,5,22,Spring,Warm,2.5,Moderate
2007-05-23,Mostly Cloudy,rain,17.40555555555555,17.40555555555555,0.74,20.0284,220.0,11.270000000000001,0.0,1012.97,Partly cloudy until night.,2007,5,23,Spring,Moderate,2.5,Moderate
2007-05-24,Partly Cloudy,rain,21.25,21.25,0.77,2.6887,221.0,9.982000000000001,0.0,1011.8,Partly cloudy until night.,2007,5,24,Spring,Warm,2.5,Moderate
2007-05-25,Partly Cloudy,rain,21.32222222222222,21.32222222222222,0.68,4.6046000000000005,140.0,11.2056,0.0,1013.05,Partly cloudy until night.,2007,5,25,Spring,Warm,2.5,Moderate
2007-05-26,Partly Cloudy,rain,17.33888888888889,17.33888888888889,0.87,9.193100000000001,111.0,9.982000000000001,0.0,1010.06,Partly cloudy throughout the day.,2007,5,26,Spring,Moderate,2.5,Moderate
2007-05-27,Partly Cloudy,rain,22.872222222222224,22.872222222222224,0.66,12.397,131.0,9.982000000000001,0.0,1005.62,Partly cloudy until night.,2007,5,27,Spring,Warm,2.5,Moderate
2007-05-28,Mostly Cloudy,rain,22.205555555555556,22.205555555555556,0.68,7.4543,123.0,10.0464,0.0,1001.8,Partly cloudy throughout the day.,2007,5,28,Spring,Warm,2.5,Moderate
2007-05-29,Overcast,rain,17.755555555555556,17.755555555555556,0.79,16.599100000000004,157.0,11.125100000000002,0.0,995.73,Partly cloudy throughout the day.,2007,5,29,Spring,Moderate,2.5,Moderate
2007-05-30,Overcast,rain,13.916666666666664,13.916666666666664,0.89,7.5992,335.0,11.270000000000001,0.0,1005.44,Mostly cloudy throughout the day.,2007,5,30,Spring,Moderate,2.5,Moderate
2007-05-31,Mostly Cloudy,rain,13.866666666666667,13.866666666666667,0.72,12.9122,299.0,11.2056,0.0,1012.55,Partly cloudy throughout the day.,2007,5,31,Spring,Moderate,2.5,Moderate
2007-06-01,Partly Cloudy,rain,12.155555555555557,12.155555555555557,0.83,3.1878,295.0,15.826300000000002,0.0,1014.39,Partly cloudy until night.,2007,6,1,Summer,Moderate,2.5,Moderate
2007-06-02,Mostly Cloudy,rain,17.288888888888888,17.288888888888888,0.75,9.837100000000001,159.0,9.982000000000001,0.0,1013.14,Partly cloudy until night.,2007,6,2,Summer,Moderate,2.5,Moderate
2007-06-03,Partly Cloudy,rain,16.288888888888888,16.288888888888888,0.8,3.22,130.0,10.0464,0.0,1015.57,Partly cloudy throughout the day.,2007,6,3,Summer,Moderate,2.5,Moderate
2007-06-04,Mostly Cloudy,rain,19.0,19.0,0.78,8.0017,0.0,9.982000000000001,0.0,1016.9,Partly cloudy until night.,2007,6,4,Summer,Moderate,2.5,Moderate
2007-06-05,Partly Cloudy,rain,17.800000000000004,17.800000000000004,0.74,25.8888,201.0,11.2056,0.0,1016.47,Partly cloudy throughout the day.,2007,6,5,Summer,Moderate,2.5,Moderate
2007-06-06,Mostly Cloudy,rain,17.82777777777778,17.82777777777778,0.84,10.835300000000002,58.0,11.2056,0.0,1013.87,Mostly cloudy throughout the day.,2007,6,6,Summer,Moderate,2.5,Moderate
2007-06-07,Mostly Cloudy,rain,17.82777777777778,17.82777777777778,0.84,8.1305,328.0,10.0464,0.0,1014.91,Mostly cloudy throughout the day.,2007,6,7,Summer,Moderate,2.5,Moderate
2007-06-08,Partly Cloudy,rain,18.038888888888888,18.038888888888888,0.83,7.824600000000001,337.0,9.982000000000001,0.0,1014.88,Partly cloudy until night.,2007,6,8,Summer,Moderate,2.5,Moderate
2007-06-09,Partly Cloudy,rain,20.161111111111115,20.161111111111115,0.67,10.642100000000001,201.0,11.2056,0.0,1015.87,Partly cloudy until night.,2007,6,9,Summer,Warm,2.5,Moderate
2007-06-10,Partly Cloudy,rain,16.183333333333334,16.183333333333334,0.87,1.5295,230.0,15.826300000000002,0.0,1015.85,Partly cloudy until night.,2007,6,10,Summer,Moderate,2.5,Moderate
2007-06-11,Mostly Cloudy,rain,20.155555555555555,20.155555555555555,0.72,4.7656,358.0,10.0464,0.0,1013.06,Partly cloudy until night.,2007,6,11,Summer,Warm,2.5,Moderate
2007-06-12,Mostly Cloudy,rain,21.16111111111111,21.16111111111111,0.73,8.903300000000002,133.0,11.2056,0.0,1010.22,Partly cloudy until night.,2007,6,12,Summer,Warm,2.5,Moderate
2007-06-13,Mostly Cloudy,rain,20.166666666666668,20.166666666666668,0.68,4.8622000000000005,235.0,9.982000000000001,0.0,1008.84,Mostly cloudy starting in the morning.,2007,6,13,Summer,Warm,2.5,Moderate
2007-06-14,Mostly Cloudy,rain,19.188888888888894,19.188888888888894,0.77,9.965900000000001,220.0,10.0464,0.0,1009.54,Partly cloudy starting in the morning continuing until night.,2007,6,14,Summer,Moderate,2.5,Moderate
2007-06-15,Partly Cloudy,rain,22.916666666666668,22.916666666666668,0.7,7.969500000000001,140.0,9.982000000000001,0.0,1009.74,Partly cloudy starting in the morning continuing until night.,2007,6,15,Summer,Warm,2.5,Moderate
2007-06-16,Partly Cloudy,rain,24.050000000000004,24.050000000000004,0.65,7.905100000000001,162.0,9.982000000000001,0.0,1007.41,Partly cloudy starting in the morning.,2007,6,16,Summer,Warm,2.5,Moderate
2007-06-17,Partly Cloudy,rain,20.13888888888889,20.13888888888889,0.82,7.228900000000001,194.0,9.982000000000001,0.0,1009.95,Partly cloudy until night.,2007,6,17,Summer,Warm,2.5,Moderate
2007-06-18,Partly Cloudy,rain,21.3,21.3,0.68,8.1949,220.0,9.982000000000001,0.0,1011.56,Foggy in the morning.,2007,6,18,Summer,Warm,2.5,Moderate
2007-06-19,Partly Cloudy,rain,22.338888888888885,22.338888888888885,0.67,8.903300000000002,274.0,9.982000000000001,0.0,1012.31,Partly cloudy starting in the morning.,2007,6,19,Summer,Warm,2.5,Moderate
2007-06-20,Partly Cloudy,rain,22.45555555555556,22.45555555555556,0.67,5.0876,212.0,11.270000000000001,0.0,1014.07,Partly cloudy until night.,2007,6,20,Summer,Warm,2.5,Moderate
2007-06-21,Partly Cloudy,rain,27.788888888888884,28.227777777777778,0.5,6.7620000000000005,62.0,11.753,0.0,1013.97,Partly cloudy starting in the morning continuing until evening.,2007,6,21,Summer,Warm,2.5,Moderate
2007-06-22,Partly Cloudy,rain,27.38333333333334,27.861111111111114,0.51,15.504300000000002,150.0,9.9015,0.0,1007.77,Partly cloudy starting overnight continuing until night.,2007,6,22,Summer,Warm,2.5,Moderate
2007-06-23,Partly Cloudy,rain,26.17777777777778,26.17777777777778,0.54,15.7458,159.0,9.982000000000001,0.0,1008.12,Partly cloudy until night.,2007,6,23,Summer,Warm,2.5,Moderate
2007-06-24,Partly Cloudy,rain,19.188888888888894,19.188888888888894,0.64,8.05,283.0,9.982000000000001,0.0,1012.99,Partly cloudy starting overnight continuing until night.,2007,6,24,Summer,Moderate,2.5,Moderate
2007-06-25,Partly Cloudy,rain,22.333333333333332,22.333333333333332,0.55,7.8084999999999996,109.0,9.982000000000001,0.0,1015.53,Partly cloudy starting in the morning.,2007,6,25,Summer,Warm,2.5,Moderate
2007-06-26,Partly Cloudy,rain,26.227777777777774,26.227777777777774,0.58,8.017800000000001,143.0,9.982000000000001,0.0,1004.22,Partly cloudy starting in the afternoon continuing until night.,2007,6,26,Summer,Warm,2.5,Moderate
2007-06-27,Mostly Cloudy,rain,22.061111111111106,22.061111111111106,0.36,10.465,29.0,9.982000000000001,0.0,1005.5,Partly cloudy starting in the afternoon.,2007,6,27,Summer,Warm,2.5,Moderate
2007-06-28,Mostly Cloudy,rain,20.99444444444445,20.99444444444445,0.38,15.810200000000002,8.0,9.982000000000001,0.0,1006.93,Partly cloudy throughout the day.,2007,6,28,Summer,Warm,2.5,Moderate
2007-06-29,Partly Cloudy,rain,17.38888888888889,17.38888888888889,0.52,12.397,250.0,9.982000000000001,0.0,1014.36,Mostly cloudy until night.,2007,6,29,Summer,Moderate,2.5,Moderate
2007-06-30,Partly Cloudy,rain,20.533333333333328,20.533333333333328,0.49,6.0375000000000005,140.0,15.826300000000002,0.0,1015.63,Partly cloudy throughout the day.,2007,6,30,Summer,Warm,2.5,Moderate
2007-07-01,Partly Cloudy,rain,14.911111111111113,14.911111111111113,0.68,3.1073,277.0,15.826300000000002,0.0,1018.07,Partly cloudy throughout the day.,2007,7,1,Summer,Moderate,2.5,Moderate
2007-07-02,Mostly Cloudy,rain,22.36111111111111,22.36111111111111,0.53,4.83,170.0,9.982000000000001,0.0,1013.52,Partly cloudy throughout the day.,2007,7,2,Summer,Warm,2.5,Moderate
2007-07-03,Partly Cloudy,rain,24.00555555555555,24.00555555555555,0.53,3.4132000000000002,173.0,9.982000000000001,0.0,1008.21,Partly cloudy until night.,2007,7,3,Summer,Warm,2.5,Moderate
2007-07-04,Mostly Cloudy,rain,22.89444444444444,22.89444444444444,0.62,7.776300000000001,170.0,9.982000000000001,0.0,1008.92,Mostly cloudy throughout the day.,2007,7,4,Summer,Warm,2.5,Moderate
2007-07-05,Overcast,rain,14.933333333333334,14.933333333333334,0.83,20.2055,309.0,11.125100000000002,0.0,1003.59,Mostly cloudy throughout the day.,2007,7,5,Summer,Moderate,2.5,Moderate
2007-07-06,Partly Cloudy,rain,15.299999999999999,15.299999999999999,0.59,9.724400000000001,270.0,9.982000000000001,0.0,1010.85,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.,2007,7,6,Summer,Moderate,2.5,Moderate
2007-07-07,Partly Cloudy,rain,17.96111111111111,17.96111111111111,0.59,9.1126,224.0,9.982000000000001,0.0,1011.26,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.,2007,7,7,Summer,Moderate,2.5,Moderate
2007-07-08,Partly Cloudy,rain,20.25,20.25,0.6,9.450700000000001,202.0,9.982000000000001,0.0,1015.92,Partly cloudy until night.,2007,7,8,Summer,Warm,2.5,Moderate
2007-07-09,Partly Cloudy,rain,22.84444444444445,22.84444444444445,0.51,7.7440999999999995,121.0,9.982000000000001,0.0,1015.86,Partly cloudy until night.,2007,7,9,Summer,Warm,2.5,Moderate
2007-07-10,Partly Cloudy,rain,22.24444444444445,22.24444444444445,0.64,5.635000000000001,183.0,15.826300000000002,0.0,1006.36,Partly cloudy until night.,2007,7,10,Summer,Warm,2.5,Moderate
2007-07-11,Partly Cloudy,rain,15.072222222222223,15.072222222222223,0.83,11.398800000000001,279.0,9.982000000000001,0.0,1010.36,Partly cloudy until night.,2007,7,11,Summer,Moderate,2.5,Moderate
2007-07-12,Partly Cloudy,rain,16.266666666666666,16.266666666666666,0.71,7.1645,213.0,11.2056,0.0,1011.24,Mostly cloudy until night.,2007,7,12,Summer,Moderate,2.5,Moderate
2007-07-13,Partly Cloudy,rain,16.272222222222222,16.272222222222222,0.62,9.7405,282.0,9.982000000000001,0.0,1017.3,Partly cloudy until night.,2007,7,13,Summer,Moderate,2.5,Moderate
2007-07-14,Mostly Cloudy,rain,19.122222222222224,19.122222222222224,0.48,7.969500000000001,290.0,9.982000000000001,0.0,1019.19,Partly cloudy starting in the morning.,2007,7,14,Summer,Moderate,2.5,Moderate
2007-07-15,Partly Cloudy,rain,25.05,25.05,0.47,6.2146,172.0,16.1,0.0,1019.77,Partly cloudy until evening.,2007,7,15,Summer,Warm,2.5,Moderate
2007-07-16,Clear,rain,25.18888888888889,25.18888888888889,0.49,7.647500000000001,198.0,9.982000000000001,0.0,1020.07,Partly cloudy starting in the morning continuing until evening.,2007,7,16,Summer,Warm,2.5,Moderate
2007-07-17,Partly Cloudy,rain,26.3,26.3,0.42,4.7978000000000005,142.0,9.982000000000001,0.0,1017.75,Partly cloudy in the evening.,2007,7,17,Summer,Warm,2.5,Moderate
2007-07-18,Clear,rain,27.800000000000004,27.22222222222222,0.35,9.2253,150.0,9.982000000000001,0.0,1015.15,Clear throughout the day.,2007,7,18,Summer,Warm,2.5,Moderate
2007-07-19,Clear,rain,29.055555555555557,28.627777777777776,0.4,8.1949,159.0,9.982000000000001,0.0,1014.05,Clear throughout the day.,2007,7,19,Summer,Warm,2.5,Moderate
2007-07-20,Partly Cloudy,rain,29.93333333333333,29.683333333333337,0.41,5.0876,178.0,9.982000000000001,0.0,1013.07,Partly cloudy starting in the afternoon.,2007,7,20,Summer,Warm,2.5,Moderate
2007-07-21,Clear,rain,27.96666666666667,27.494444444444444,0.38,4.717300000000001,150.0,9.982000000000001,0.0,1011.57,Partly cloudy starting in the afternoon continuing until evening.,2007,7,21,Summer,Warm,2.5,Moderate
2007-07-22,Clear,rain,29.327777777777783,28.41111111111111,0.34,2.8497000000000003,311.0,15.826300000000002,0.0,1010.39,Partly cloudy starting in the morning continuing until evening.,2007,7,22,Summer,Warm,2.5,Moderate
2007-07-23,Partly Cloudy,rain,29.00555555555555,27.950000000000003,0.31,5.570600000000001,312.0,9.982000000000001,0.0,1007.35,Partly cloudy starting in the afternoon.,2007,7,23,Summer,Warm,2.5,Moderate
2007-07-24,Partly Cloudy,rain,26.227777777777774,26.227777777777774,0.39,9.466800000000001,151.0,9.982000000000001,0.0,1006.95,Partly cloudy starting in the morning continuing until night.,2007,7,24,Summer,Warm,2.5,Moderate
2007-07-25,Mostly Cloudy,rain,20.18333333333333,20.18333333333333,0.66,24.665200000000002,290.0,6.295100000000001,0.0,1007.03,Breezy and partly cloudy in the afternoon.,2007,7,25,Summer,Warm,2.5,Moderate
2007-07-26,Clear,rain,20.11666666666666,20.11666666666666,0.4,9.595600000000001,330.0,9.982000000000001,0.0,1015.8,Partly cloudy until evening.,2007,7,26,Summer,Warm,2.5,Moderate
2007-07-27,Clear,rain,20.18888888888889,20.18888888888889,0.37,3.3649,121.0,9.982000000000001,0.0,1014.79,Clear throughout the day.,2007,7,27,Summer,Warm,2.5,Moderate
2007-07-28,Partly Cloudy,rain,25.100000000000005,25.100000000000005,0.42,4.8139,206.0,9.982000000000001,0.0,1014.3,Partly cloudy in the morning.,2007,7,28,Summer,Warm,2.5,Moderate
2007-07-29,Partly Cloudy,rain,26.083333333333332,26.083333333333332,0.37,7.969500000000001,50.0,9.982000000000001,0.0,1012.12,Partly cloudy until night.,2007,7,29,Summer,Warm,2.5,Moderate
2007-07-30,Partly Cloudy,rain,22.733333333333334,22.733333333333334,0.45,7.840700000000001,348.0,9.982000000000001,0.0,1010.01,Mostly cloudy throughout the day.,2007,7,30,Summer,Warm,2.5,Moderate
2007-07-31,Mostly Cloudy,rain,13.961111111111112,13.961111111111112,0.83,11.012400000000001,298.0,11.2056,0.0,1016.82,Mostly cloudy starting overnight and breezy starting in the morning continuing until afternoon.,2007,7,31,Summer,Moderate,2.5,Moderate
2007-08-01,Mostly Cloudy,rain,13.916666666666664,13.916666666666664,0.57,3.0751,29.0,15.826300000000002,0.0,1016.45,Partly cloudy until evening.,2007,8,1,Summer,Moderate,2.5,Moderate
2007-08-02,Partly Cloudy,rain,17.849999999999998,17.849999999999998,0.5,1.6583,111.0,9.982000000000001,0.0,1016.73,Partly cloudy until evening.,2007,8,2,Summer,Moderate,2.5,Moderate
2007-08-03,Clear,rain,21.16111111111111,21.16111111111111,0.41,8.1949,140.0,9.982000000000001,0.0,1014.68,Partly cloudy starting in the morning continuing until evening.,2007,8,3,Summer,Warm,2.5,Moderate
2007-08-04,Overcast,rain,19.79444444444444,19.79444444444444,0.65,22.314600000000002,9.0,11.270000000000001,0.0,1018.0,Mostly cloudy starting in the afternoon.,2007,8,4,Summer,Moderate,2.5,Moderate
2007-08-05,Partly Cloudy,rain,14.144444444444446,14.144444444444446,0.81,4.395300000000001,310.0,9.982000000000001,0.0,1019.72,Mostly cloudy throughout the day.,2007,8,5,Summer,Moderate,2.5,Moderate
2007-08-06,Partly Cloudy,rain,21.16111111111111,21.16111111111111,0.59,2.4311000000000003,245.0,11.2056,0.0,1015.02,Partly cloudy throughout the day.,2007,8,6,Summer,Warm,2.5,Moderate
2007-08-07,Mostly Cloudy,rain,22.11111111111111,22.11111111111111,0.82,0.0,0.0,15.826300000000002,0.0,1010.45,Partly cloudy starting in the morning.,2007,8,7,Summer,Warm,2.5,Moderate
2007-08-08,Mostly Cloudy,rain,22.22222222222222,22.22222222222222,0.55,8.774500000000002,52.0,9.982000000000001,0.0,1009.59,Partly cloudy until afternoon.,2007,8,8,Summer,Warm,2.5,Moderate
2007-08-09,Mostly Cloudy,rain,24.91111111111111,24.91111111111111,0.48,9.6117,282.0,9.982000000000001,0.0,1008.63,Partly cloudy starting in the morning.,2007,8,9,Summer,Warm,2.5,Moderate
2007-08-10,Partly Cloudy,rain,22.066666666666666,22.066666666666666,0.66,5.8443000000000005,6.0,15.826300000000002,0.0,1006.33,Partly cloudy throughout the day.,2007,8,10,Summer,Warm,2.5,Moderate
2007-08-11,Mostly Cloudy,rain,23.911111111111115,23.911111111111115,0.55,10.8031,76.0,11.2056,0.0,1005.32,Partly cloudy throughout the day.,2007,8,11,Summer,Warm,2.5,Moderate
2007-08-12,Mostly Cloudy,rain,19.95,19.95,0.64,0.9338,138.0,9.9015,0.0,1007.63,Mostly cloudy throughout the day.,2007,8,12,Summer,Moderate,2.5,Moderate
2007-08-13,Mostly Cloudy,rain,18.93888888888889,18.93888888888889,0.84,7.792400000000001,233.0,9.982000000000001,0.0,1008.04,Partly cloudy throughout the day.,2007,8,13,Summer,Moderate,2.5,Moderate
2007-08-14,Partly Cloudy,rain,21.03888888888889,21.03888888888889,0.58,11.0446,270.0,9.982000000000001,0.0,1010.91,Mostly cloudy throughout the day.,2007,8,14,Summer,Warm,2.5,Moderate
2007-08-15,Mostly Cloudy,rain,22.25,22.25,0.54,3.5259,306.0,9.982000000000001,0.0,1012.21,Partly cloudy starting in the afternoon.,2007,8,15,Summer,Warm,2.5,Moderate
2007-08-16,Partly Cloudy,rain,23.86666666666666,23.86666666666666,0.51,1.5134,245.0,9.982000000000001,0.0,1012.7,Partly cloudy starting in the morning continuing until night.,2007,8,16,Summer,Warm,2.5,Moderate
2007-08-17,Clear,rain,25.99444444444445,25.99444444444445,0.4,7.776300000000001,130.0,9.982000000000001,0.0,1010.99,Clear throughout the day.,2007,8,17,Summer,Warm,2.5,Moderate
2007-08-18,Partly Cloudy,rain,27.10555555555556,27.38333333333334,0.48,12.590200000000001,319.0,9.982000000000001,0.0,1012.68,Partly cloudy starting in the afternoon.,2007,8,18,Summer,Warm,2.5,Moderate
2007-08-19,Partly Cloudy,rain,23.755555555555556,23.755555555555556,0.66,7.792400000000001,119.0,9.982000000000001,0.0,1013.74,Partly cloudy until evening.,2007,8,19,Summer,Warm,2.5,Moderate
2007-08-20,Partly Cloudy,rain,25.90555555555555,25.90555555555555,0.55,8.935500000000001,150.0,11.270000000000001,0.0,1008.62,Partly cloudy starting overnight.,2007,8,20,Summer,Warm,2.5,Moderate
2007-08-21,Partly Cloudy,rain,22.55,22.55,0.58,1.8676,272.0,11.2056,0.0,1005.42,Partly cloudy throughout the day.,2007,8,21,Summer,Warm,2.5,Moderate
2007-08-22,Partly Cloudy,rain,23.75,23.75,0.56,1.5939,35.0,9.982000000000001,0.0,1010.61,Partly cloudy overnight.,2007,8,22,Summer,Warm,2.5,Moderate
2007-08-23,Partly Cloudy,rain,25.877777777777776,25.877777777777776,0.49,8.05,80.0,9.982000000000001,0.0,1013.53,Partly cloudy until night.,2007,8,23,Summer,Warm,2.5,Moderate
